category,product_description,review_date,review_rating,review_title,review_text,verified_purchase,sentiment,length,similarity,deviation,label
Homecare,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,4/6/2019,5,Must have!,"Smells beautiful, fragrance lasts for weeks after washing. Great value, I’ve subscribed to this product.",True,0.886,21,0.04022889362327638,0.5428571428571427,Genuine
Personal Care,Dove Men+Care Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,4/7/2019,5,good,"Like most people I always forget to leave positive feedback, but always quick to leave negative feedback. This time I make a point! Item as described. Very happy with the service, thank you very much.",True,0.7227,41,0.014116327288229388,0.45454545454545414,Genuine
Foods,Carte D'or Classics Vanilla Ice Cream Dessert 1000ml,4/9/2019,1,Not Icecream,Binned It.,False,0.0,3,0.0011687092151773572,0.0,Fake
Personal Care,Simple Kind To Skin Soothing Facial Toner 200ml,4/23/2019,5,Cured my acne!!,About two weeks after using this my bad cystic acne started to fade by the time i finished the bottle all my acne was gone.i thought i was just missing toner in my skin care so i started using a garnier one i had from a set .One week later my acne comes back so im back to using simple and my acne is fading again.i will never stop using this,False,-0.1561,71,0.015259188877835277,0.7424242424242422,Fake
Personal Care,Simple Kind To Skin Soothing Facial Toner 200ml,5/8/2019,1,Horribly Drying,"I bought this a couple of months ago along with the cleanser and moisturiser as i have spot prone, oily skin and occasional issues with dermatitis around my eyes. This was the worst mistake ever. I thought I was crazy as Simple is supposed to be gentle on the skin but after using this toner it has dried my skin out and bought the dermatitis back around my eyes so they are very red, the skin flaky and sore in places. At first i didn't think it was the toner but after two months of elimination it is definitely the toner drying out my skin. I would not recommend this product at all.",False,-0.6559,121,0.027465756265797184,3.257575757575758,Fake
Foods,Calippo Calippo Mini Orange & Lemon-Lime Ice Lollies 6 x 80ml,4/9/2019,2,No nutritional information,I'm a diabetic and wanted to find out the carbohydrate content. I could not find ANY nutritional information whatsoever. Badly managed Walls...,False,-0.4767,26,0.0011586407198470852,2.25,Fake
Personal Care,Tresemme Silky Smooth Shampoo 900ml,4/9/2019,5,Give this a try !,"My girls are so picky about what they wash and condition their hair with and they go through a tonne of the stuff with being teens. So I thought I would try this. Excellent price. Well they were delighted with the results. Soft, stinky , silky and smooth hair. One has chemically treated hair as well. This lead me to have a try as mine is bleached and toned. Wow. I spend a fortune on shampoos and conditioners. Well you think you need to when you do on your hair. Not any more. This is great. I have it on subscribe and save feature now and saving us by not buying over priced products.",True,0.9714,128,0.021944368828912313,0.20000000000000018,Genuine
Homecare,Comfort Intense Fuchsia Passion Fabric Conditioner 64 Wash 960ml,4/9/2019,5,Smells devine,The smell in clothes is so lovely and it last long.you dont have to use a lot aswell.would definately buy again and recommend to others.,False,0.8109,26,0.031617298956530655,0.47058823529411775,Fake
Homecare,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),4/9/2019,5,Brilliant value bundle,I normally buy my washing detergents in shops as I like to see what’s on offer etc... I had run out of washing liquid and fabric conditioner and wasn’t able to get to the shops due to a broken ankle. I came across this bundle as decided to give it a try as I as desperate for washing stuff. This bundle is a brilliant buy and very good value for money. I would highly recommend. However the fabric conditioner did seem to clog up the drawer though - this has never happened with the normal fabric conditioner I use.,True,0.8613,109,0.031238470716550653,0.34999999999999964,Genuine
Personal Care,Tresemme Silky Smooth Shampoo 900ml,4/9/2019,5,Give this a try !,"My girls are so picky about what they wash and condition their hair with and they go through a tonne of the stuff with being teens. So I thought I would try this. Excellent price. Well they were delighted with the results. Soft, stinky , silky and smooth hair. One has chemically treated hair as well. This lead me to have a try as mine is bleached and toned. Wow. I spend a fortune on shampoos and conditioners. Well you think you need to when you do on your hair. Not any more. This is great. I have it on subscribe and save feature now and saving us by not buying over priced products.",True,0.9714,128,0.021944368828912313,0.20000000000000018,Genuine
Homecare,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,4/9/2019,5,Great smell....,"Love this specific version from Comfort. Really subtle and gentle smell that does not overpower the clothes, but you still know it is there.",True,0.6632,27,0.02417834566307648,0.2727272727272725,Genuine
Homecare,"Persil 3in1 Bio Washing Capsules 38 Wash, 1026g",4/9/2019,5,Really good tablets,"I have been converted to these by my friend. Tried a few times and cannot live without them now. Really fresh, yet mild smell to the clothes. Nicely removes all the stains of a messy 6 year old too!",True,0.7569,45,0.01788795544450289,0.29032258064516103,Genuine
Homecare,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",4/9/2019,5,Really good tablets,"I have been converted to these by my friend. Tried a few times and cannot live without them now. Really fresh, yet mild smell to the clothes. Nicely removes all the stains of a messy 6 year old too!",True,0.7569,45,0.01788795544450289,0.40625,Genuine
Homecare,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",4/9/2019,5,Really good tablets,"I have been converted to these by my friend. Tried a few times and cannot live without them now. Really fresh, yet mild smell to the clothes. Nicely removes all the stains of a messy 6 year old too!",True,0.7569,45,0.01788795544450289,0.29032258064516103,Genuine
Homecare,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",4/9/2019,5,Really good tablets,"I have been converted to these by my friend. Tried a few times and cannot live without them now. Really fresh, yet mild smell to the clothes. Nicely removes all the stains of a messy 6 year old too!",True,0.7569,45,0.01788795544450289,0.29032258064516103,Genuine
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,4/9/2019,5,5 stars,"Fantastic value, ordered Sunday was delivered Monday..thanks so much!",True,0.7424,13,0.011242524550237694,0.6111111111111107,Genuine
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,4/9/2019,5,5 stars,smell good and make my clothes more soft,True,0.4404,8,0.04926983711728191,0.6111111111111107,Fake
Personal Care,Vaseline Intensive Care Advanced Repair Body Lotion 400ml,4/30/2019,3,Good lotion bad pump,"Lotion works pretty good however 8 pumps into a 20.3 oz bottle and the 201Csmart pump201D stopped working. They2019ve designed the bottle so that you can2019t screw the pump off, like we2019ve all done in the past to get the last of the lotion out. I was determined to not loose a entire bottle of lotion so I had to cut the top off with a box knife. Word to the wise, advoid the smart pump!",False,0.9348,82,0.012834058935214632,0.0,Fake
Personal Care,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,4/14/2019,2,Great Lotion Terrible Dispenser Dedign,The pump design on the large bottle is horrible. It is impossible to determine which end the lotion will come out by looking at the pump. How many carpets and pieces of furniture are being ruined by the pump design.,False,-0.765,43,0.005800385512018992,2.484375,Fake
Personal Care,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,4/25/2019,2,Love the lotion.....hate the new smart pump!,"I can't believe you can't unscrew the top to get to the last of the lotion! I have 2\"" of lotion in the bottle that I can't get to! What a waste of money. Will be switching body lotions with my next purchase.",False,-0.6093,51,0.01191629820681961,2.484375,Fake
Foods,Hellmann's  Lighter than Light Squeezy mayonnaise 430ml,4/10/2019,5,Good,good,False,0.4404,1,0.05224310545150719,0.0,Fake
Personal Care,Dove  Original Beauty Cream Bar 6 x 100g,4/10/2019,4,Great,"Great soap, always lovely",True,0.836,5,0.03262872690759282,0.7692307692307692,Fake
Homecare,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),4/19/2019,5,good for adults,"my daughter had allergies, she could not stand this one",True,0.0,11,0.001926594611794403,0.34999999999999964,Genuine
Homecare,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),4/12/2019,5,Great value - recommended,Great value and works well.,True,0.8225,6,0.05019308165491918,0.34999999999999964,Fake
Homecare,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),4/24/2019,5,The value was unbelievable,"Fantastic, Amazon 100% ther",False,0.6486,6,0.004095351724114289,0.34999999999999964,Fake
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,4/10/2019,5,Great value and lasts ages.,Great value & delivery - perfect for anyone who does washing on a daily basis like we do - lasts ages and cheaper than buying multiple bottles in the supermarket. Smells lovely to!,True,0.9501,35,0.04038837583128804,0.6111111111111107,Genuine
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,4/10/2019,5,Excellent!,A lot of people are complaining this doesn't have a seal. Neither does the one you buy at Morrisons. These aren't required to have a seal on them. Great price and great product. It works well and smells good. Will be buying again.,True,0.9081,51,0.03807721685544378,0.6111111111111107,Genuine
Homecare,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",4/10/2019,5,Brilliant !,Get these delivered regularly - makes it a lot easier than lugging all the heavy stuff home from the shop. Brilliant !,True,0.784,23,0.01035101656016612,0.29032258064516103,Genuine
Homecare,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",4/10/2019,5,Brilliant !,Get these delivered regularly - makes it a lot easier than lugging all the heavy stuff home from the shop. Brilliant !,True,0.784,23,0.01035101656016612,0.40625,Genuine
Homecare,"Persil 3in1 Bio Washing Capsules 38 Wash, 1026g",4/10/2019,5,Brilliant !,Get these delivered regularly - makes it a lot easier than lugging all the heavy stuff home from the shop. Brilliant !,True,0.784,23,0.01035101656016612,0.29032258064516103,Genuine
Homecare,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,4/10/2019,5,Smells gorgeous,Great price and fast delivery,True,0.6249,5,0.032149821502951766,0.5428571428571427,Fake
Foods,Pot Noodle  Chilli Beef Standard 90g,4/10/2019,2,Did not taste the same as the ones from my local Tesco,"The product delivered to me would not soften properly and tasted inferior to the ones I buy at Tesco. I had to put the pots in the microwave to get the noodles to soften up a little, and then leave them for several minutes. Will not buy again.",True,-0.3892,52,0.01483763595835168,1.8888888888888888,Fake
Homecare,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,4/10/2019,5,Brilliant,Brilliant,True,0.5859,1,0.0059792520500709725,0.2727272727272725,Fake
Foods,Pot Noodle  Original Curry Standard 90g,4/10/2019,2,Did not taste the same as the ones from my local Tesco,"The product delivered to me would not soften properly and tasted inferior to the ones I buy at Tesco. I had to put the pots in the microwave to get the noodles to soften up a little, and then leave them for several minutes. Will not buy again.",True,-0.3892,52,0.01483763595835168,1.6666666666666665,Fake
Homecare,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",4/10/2019,5,Brilliant !,Get these delivered regularly - makes it a lot easier than lugging all the heavy stuff home from the shop. Brilliant !,True,0.784,23,0.01035101656016612,0.29032258064516103,Genuine
Foods,Magnum  Chocolate & Hazelnut Praline Ice Cream 3 x 90ml,4/10/2019,2,cheap tasting,Not much flavour of praline at all. Very cheap taste and texture ice cream with cheap tasting choc covering. Also it tasted much more like dark chocolate than of milk and I am not really a fan of that.,False,0.1566,42,0.012602542716753972,1.0,Fake
Personal Care,Tresemme  Colour Revitalise Hair Conditioner 900ml,4/11/2019,5,,Fav love it always use it xxxx makes my hair so soft n smooth,False,0.802,14,0.02196321204150963,0.40000000000000036,Fake
Foods,Marmite  Spread Yeast Extract 500g,4/11/2019,5,Love it!,"So many uses, on buttered toast, in soups and stews, on roast potatoes.... a handy little tip.... when the jar is nearly empty, store the jar on its side, (there is a little flat bit on the side of the jar) and you can get that last bit out easily.",False,0.1531,60,0.006028711368767938,0.17647058823529438,Fake
Foods,Pot Noodle  Chilli Beef Standard 90g,4/11/2019,5,,Love love love love this flavour. This is one of my favourites. Nice and spicy.,False,0.9666,18,0.025785673358268885,1.1111111111111112,Fake
Personal Care,St. Ives Fresh Skin Apricot Face Scrub 150ml,4/11/2019,5,Fabulous,I love this. It cleans and exfoliates beautifully without leaving my skin red and sore like some do. And it feels supersoft and refreshed. Used twice a week it keeps my skin looking and feeling clean and fresh.,False,0.9246,42,0.02913089421115491,0.0,Fake
Personal Care,Tresemme  Cleanse & Replenish Shampoo 900ml,4/11/2019,5,Value everyday shampoo,Value. Great for everyday use.,True,0.7579,7,0.0449084559537677,0.0,Fake
Personal Care,Sure Maximum Protection Clean Scent Cream Stick Antiperspirant 45ml,4/11/2019,5,Great,I have been using this deodorant for years and find it’s incredibly effective and long lasting! The only one I use.,True,0.5697,25,0.01966136936065727,0.43478260869565233,Genuine
Personal Care,Tresemme Moisture Rich Shampoo 900ml,4/11/2019,5,It's shampoo. Review unnecessary XD,It's shampoo. It's cheaper than in the shops. What more is there to say? XD,True,0.6739,20,0.009157769885793768,0.0,Genuine
Foods,Pot Noodle  Original Curry Standard 90g,4/11/2019,4,Not bad,These are not as strong as I expected but they are pleasant enough. I really expected them to be really hot but they are what I would call ''very mild''.,True,0.5572,34,0.013660821442469277,0.3333333333333335,Genuine
Personal Care,Sure Maximum Protection Clean Scent Cream Stick Antiperspirant 45ml,4/11/2019,5,Great,I have been using this deodorant for years and find it’s incredibly effective and long lasting! The only one I use.,True,0.5697,25,0.01966136936065727,0.43478260869565233,Genuine
Personal Care,Tresemme Moisture Rich Shampoo 900ml,4/11/2019,5,It's shampoo. Review unnecessary XD,It's shampoo. It's cheaper than in the shops. What more is there to say? XD,True,0.6739,20,0.009157769885793768,0.0,Genuine
Personal Care,Tresemme  Cleanse & Replenish Shampoo 900ml,4/12/2019,5,Tres-Semme is a Winner,Lovely shampoo.,True,0.5859,3,0.015692471767663835,0.0,Fake
Personal Care,Tresemme  Cleanse & Replenish Shampoo 900ml,4/11/2019,5,Value everyday shampoo,Value. Great for everyday use.,True,0.7579,7,0.0449084559537677,0.0,Fake
Homecare,Surf Tropical Lily Washing Liquid 85 Wash 3L,4/11/2019,4,Smells nice,This is a decent size bottle of washing liquid and the price isn’t too bad as Amazon had it on offer. I have used it before and am happy with its performance.,False,0.2263,36,0.022005403776143996,0.7142857142857144,Fake
Homecare,Surf Tropical Lily Washing Liquid 85 Wash 3L,4/11/2019,5,My favourite surf smell!,"Love this particular surf smell it leaves my washing smelling so fresh, its also a great price for how much you get.",False,0.906,24,0.04115469290278219,0.2857142857142856,Fake
Personal Care,Sure Maximum Protection Clean Scent Cream Stick Antiperspirant 45ml,4/12/2019,5,Lasting and fresh smell,"Love this, bought for my daughter as nothing else seemed to work to keep her fresh through the day. This does !! The smell is fresh and clean and lasts her all day.",True,0.9018,37,0.03503390885140411,0.43478260869565233,Genuine
Personal Care,Tresemme Silky Smooth Shampoo 900ml,4/12/2019,5,Perfect!,Fast delivery true to description,True,0.4215,5,0.0059978293105946955,0.20000000000000018,Fake
Personal Care,Tresemme  Cleanse & Replenish Shampoo 900ml,4/12/2019,5,Tres-Semme is a Winner,Lovely shampoo.,True,0.5859,3,0.015692471767663835,0.0,Fake
Personal Care,Tresemme Silky Smooth Shampoo 900ml,4/12/2019,5,Perfect!,Fast delivery true to description,True,0.4215,5,0.0059978293105946955,0.20000000000000018,Fake
Homecare,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,4/12/2019,5,Best softener!,"I don't buy any other softener! The smell is phenomenal - lasts for ages after a wash. The softness is great and the bottle is so pretty, with an extremely functional measuring cap. Love it!",True,0.9325,41,0.02842773354565972,0.5428571428571427,Genuine
Homecare,Comfort Pure Fabric Conditioner 166 Wash 5L,4/12/2019,5,Fab,Brillant get moneys worth last a while,True,0.2263,7,0.0033989677761485093,0.5999999999999996,Fake
Homecare,Comfort Pure Fabric Conditioner 166 Wash 5L,4/12/2019,5,Comfort softener,This brand you can't go wrong with for your washing.,True,0.3724,12,0.012511427445982654,0.5999999999999996,Genuine
Personal Care,Sure Maximum Protection Clean Scent Cream Stick Antiperspirant 45ml,4/12/2019,5,Lasting and fresh smell,"Love this, bought for my daughter as nothing else seemed to work to keep her fresh through the day. This does !! The smell is fresh and clean and lasts her all day.",True,0.9018,37,0.03503390885140411,0.43478260869565233,Genuine
Homecare,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,4/12/2019,5,Fantastic,A*****,True,0.0,6,0.0,0.2727272727272725,Fake
Homecare,Comfort Intense Fresh Sky Fabric Conditioner 38 Wash 570ml,4/12/2019,5,Good,I liked I could buy in bulk for cheaper price,False,0.4215,10,0.02182059108726324,0.3488372093023253,Fake
Foods,Cornetto Made with Soy and Gluten Free Ice Cream Cones 4 x 90ml,4/13/2019,5,prefer these to normal dairy cones,These are great - better than normal dairy.,False,0.7906,9,0.01884960519915789,1.2142857142857144,Fake
Homecare,Comfort Pure Fabric Conditioner 85 Wash 3L,4/13/2019,5,Brilliant,Brilliant,True,0.5859,1,0.0059792520500709725,0.1538461538461542,Fake
Homecare,Comfort Blue Skies Fabric Conditioner 85 Wash 3L,4/13/2019,5,Brilliant,Brilliant,True,0.5859,1,0.0059792520500709725,0.33333333333333304,Fake
Homecare,Persil & Comfort New Baby Essential Laundry Kit(3 Items),4/24/2019,5,Great for sensitive skin,"My wife has extremely sensitive skin, which I never believed until I inadvertently washed some of her clothing in a different detergent. On that basis, she has used either Persil or Fairy products for our joint laundry for many years. Combine that with the fact that we cannot use biological products as we have a septic tank, this product is ideal. The detergent is dispensed into a capsule which is inserted into the main body of the product and then placed on top of the laundry. There is sufficient detergent for 48 washes from the two bottles. The detergent is complimented by a fabric conditioner, which is measured out into the fabric compartment softener on the washing machine; there is sufficient to condition 24 washes. Both products have a pleasant ""clean"" fragrance and leave clothing smelling fresh and soft after drying. A really good product for those with sensitive skin and competitively priced against normal supermarket prices.",False,0.9392,173,0.03164011735543483,0.2857142857142856,Fake
Foods,Pot Noodle  Bombay Bad Boy King Pot 114g,4/13/2019,5,Good service,Just as ordered great value arrived as stated good service,True,0.8555,10,0.03477909559690866,1.0,Genuine
Personal Care,Lynx  Africa Anti-perspirant Deodorant Spray for Men 200ml,4/14/2019,5,Lasts all day lovely smell,"Lasts all day and has that amazing lynx Africa smell, use this all the time now.",True,0.5859,18,0.025010688219708303,0.6315789473684212,Genuine
Homecare,Cif Ocean Floor Cleaner 1L,4/14/2019,5,Floor wash,Leaves a nice streak free clean and shine and smells fresh.,True,0.8779,12,0.023905417256479877,0.625,Genuine
Homecare,Cif Ocean Floor Cleaner 1L,4/14/2019,1,not the same what it used to be,I purchased this product recently and there is smell and consistency as used to be. I am sure the product was diluted. I guess this water with a bit of a blue pigment. I am very disappointed with a quality of it.,True,-0.2716,46,0.02195976906354062,3.375,Fake
Personal Care,Lynx  Africa Anti-perspirant Deodorant Spray for Men 200ml,4/14/2019,5,Lasts all day lovely smell,"Lasts all day and has that amazing lynx Africa smell, use this all the time now.",True,0.5859,18,0.025010688219708303,0.6315789473684212,Genuine
Homecare,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,4/14/2019,4,Does the job,Decent softener. It’s a bit hard to make it last as long as the listed number of washes,True,-0.0258,21,0.012638621847825349,0.7272727272727275,Genuine
Homecare,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,4/14/2019,5,Best on the market,"Comfort Creations are the best all round fabric conditioner/softener on the market, although a few come close this product can't be matched for scent, softness and value for money. The Honeysuckle & Sandalwood is my personal favourite, however all 6 scents would have the same description as above.",True,0.8934,54,0.02004781054656993,0.5428571428571427,Genuine
Homecare,Surf Tropical Lily Washing Liquid 85 Wash 3L,4/14/2019,4,Great price,Good bargin,True,0.4404,2,0.018096698379058876,0.7142857142857144,Fake
Homecare,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",4/14/2019,1,Slime of capsule left on clothes - NOT RECOMMENDED! - DO NOT BUY!,"To start a few capsules where empty and called persil to get nothing from them, normally you would get a sorry and a voucher is in the post, no nothing. Now after using a whole packet, we are still not happy, they have left the slimy capsule on the clothes, meaning we have to wash again and this wasn't first time a few times over the whole packet. I've never had problems like this with any other brand. But Im totally unhappy and would not recommend anyone buying these or even give any stars for the companies response to the problem. NOT RECOMMENDED! DO NOT BUY!",True,-0.9495,119,0.022755662468715597,3.709677419354839,Fake
Homecare,"Persil 3in1 Bio Washing Capsules 38 Wash, 1026g",4/14/2019,1,Slime of capsule left on clothes - NOT RECOMMENDED! - DO NOT BUY!,"To start a few capsules where empty and called persil to get nothing from them, normally you would get a sorry and a voucher is in the post, no nothing. Now after using a whole packet, we are still not happy, they have left the slimy capsule on the clothes, meaning we have to wash again and this wasn't first time a few times over the whole packet. I've never had problems like this with any other brand. But Im totally unhappy and would not recommend anyone buying these or even give any stars for the companies response to the problem. NOT RECOMMENDED! DO NOT BUY!",True,-0.9495,119,0.022755662468715597,3.709677419354839,Fake
Homecare,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",4/14/2019,1,Slime of capsule left on clothes - NOT RECOMMENDED! - DO NOT BUY!,"To start a few capsules where empty and called persil to get nothing from them, normally you would get a sorry and a voucher is in the post, no nothing. Now after using a whole packet, we are still not happy, they have left the slimy capsule on the clothes, meaning we have to wash again and this wasn't first time a few times over the whole packet. I've never had problems like this with any other brand. But Im totally unhappy and would not recommend anyone buying these or even give any stars for the companies response to the problem. NOT RECOMMENDED! DO NOT BUY!",True,-0.9495,119,0.022755662468715597,3.59375,Fake
Homecare,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",4/14/2019,1,Slime of capsule left on clothes - NOT RECOMMENDED! - DO NOT BUY!,"To start a few capsules where empty and called persil to get nothing from them, normally you would get a sorry and a voucher is in the post, no nothing. Now after using a whole packet, we are still not happy, they have left the slimy capsule on the clothes, meaning we have to wash again and this wasn't first time a few times over the whole packet. I've never had problems like this with any other brand. But Im totally unhappy and would not recommend anyone buying these or even give any stars for the companies response to the problem. NOT RECOMMENDED! DO NOT BUY!",True,-0.9495,119,0.022755662468715597,3.709677419354839,Fake
Homecare,Persil & Comfort New Baby Essential Laundry Kit(3 Items),4/26/2019,4,Persil and Comfort Sensitive Kit,"In this ""kit"" for sensitive skin you get x2 Persil non-biological washing detergent (potentially 48 washes) and x1 ultra-concentrate Comfort Pure (potentially 38 washes). I say potentially because if you are doing larger loads you'll need to increase the amount you use. We tend to alternate between Fairy and Persil non-bio, not only because we have young children but also because some family members have sensitive skin. We've never had an issue with someone having a reaction due to Persil, it's probably our preferred brand. We don't use Comfort Pure all the time because some members of the family don't like how it leaves their clothes feeling (too soft!), but we do use it on the children's clothes because it leaves them nice and soft. Both products in this kit are endorsed by the British Skin Foundation. Price for the kit at the time of writing the review is £11, this is slightly more than you would currently get the individual products in some supermarkets (£3 for each product). But you are getting them delivered too. If you wanted to give a practical baby shower gift, this would be ideal, slightly different to a nappy pyramid. Would also make a practical house-warming present. Overall - good products that work, slightly on the expensive side.",False,0.9736,249,0.034317646001868346,0.7142857142857144,Fake
Personal Care,Dove  Medium to Dark Skin Summer Revived 200ml,4/15/2019,5,"Amazing results, you can not go wrong!","This fake tan moisturizer is honestly the most amazing tan i have ever used. I have tried them ALL i mean ALL! it is so soft on the skins, dries almost instantly and honestly is just so lovely.It gives a really natural but deep tan and lasts ages! i usually do this twice a week and then give a good exfoliation once a week and start again. This is now my holy grail, i will constantly purchase this!",False,0.8784,85,0.02013819142742867,1.0952380952380953,Fake
Personal Care,Dove Men+Care Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,4/15/2019,3,"It's OK, does the job","Does what it says, doesn't smell that great though",True,-0.5096,11,0.03995822351469923,1.5454545454545459,Fake
Personal Care,Tresemme Silky Smooth Shampoo 900ml,4/15/2019,5,Great shampoo,"I love the Tresemme hair products and this shampoo is great. A little bit goes a long way making these bottles last ages! Hair feels silky afterwards and smells great. The price is fab, and in line with sale costs at high street supermarkets.",True,0.9493,49,0.035345761263990846,0.20000000000000018,Genuine
Personal Care,Simple Kind to Skin Exfoliating Facial Wipes 25 Wipes,4/15/2019,5,Very good,Happy with purchase,True,0.5719,3,0.012593633060876203,1.8888888888888888,Fake
Personal Care,Tresemme Silky Smooth Shampoo 900ml,4/15/2019,5,Great shampoo,"I love the Tresemme hair products and this shampoo is great. A little bit goes a long way making these bottles last ages! Hair feels silky afterwards and smells great. The price is fab, and in line with sale costs at high street supermarkets.",True,0.9493,49,0.035345761263990846,0.20000000000000018,Genuine
Personal Care,Dove Men+Care Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,4/15/2019,3,"It's OK, does the job","Does what it says, doesn't smell that great though",True,-0.5096,11,0.03995822351469923,1.5454545454545459,Fake
Foods,Colman's Original English Mustard 170g,4/15/2019,5,It arrived on time,I love English mustard. It's by far better than the Polish stuff.,True,0.7964,15,0.010076779381293064,0.0,Genuine
Homecare,Comfort Pure Fabric Conditioner 166 Wash 5L,4/15/2019,5,Value for money,Value for money,True,0.34,3,0.038361197087694025,0.5999999999999996,Fake
Foods,Cornetto Made with Soy and Gluten Free Ice Cream Cones 4 x 90ml,4/16/2019,5,Delicious,"As a strict vegetarian I've missed eating cornetto's since finding out they wernt veggie, so i was eager to try these. They are delicious, i cant tell any difference in taste or texture to what i remember of the normal ones.",False,0.6461,47,0.0064137685009567815,1.2142857142857144,Fake
Foods,Magnum  Classic Ice Cream 4 x 110ml,5/1/2019,5,Amazing taste,Everyone in our family likes ice cream.. this flavour is not an exempt. The taste was yummy ... worth for the money.... there were 4 sticks of medium size...,False,0.7785,33,0.014015551554039678,0.0,Fake
Personal Care,Sure Maximum Protection Clean Scent Cream Stick Antiperspirant 45ml,4/16/2019,5,Works well,Very good price & product,True,0.4927,5,0.06107644652740155,0.43478260869565233,Fake
Personal Care,Tresemme Moisture Rich Shampoo 900ml,4/16/2019,5,Real moisture kick,Made my hair look alive again but not too oily. The scent isn’t. Too powerful as well.,True,0.7992,22,0.009287122527051907,0.0,Genuine
Personal Care,Tresemme Moisture Rich Shampoo 900ml,4/16/2019,5,Great value,This is a good value buy for treseme shampoo. This shampoo is good for dry hair that needs moisturising.,True,0.802,21,0.037295202741155775,0.0,Genuine
Personal Care,Tresemme Moisture Rich Shampoo 900ml,4/16/2019,5,Texture,Love how soft this shampoo leaves my hair,True,0.6369,8,0.028745844271600905,0.0,Fake
Homecare,Domestos 15 Minute Sink & Pipe Unblocker 500ml,4/16/2019,5,Very good,Happy with purchase,True,0.5719,3,0.012593633060876203,0.0,Fake
Homecare,Comfort  Blue Skies Fabric Conditioner 114 Wash 4L,4/16/2019,5,Value for money,Would buy again,True,0.0,3,0.022984484083988326,0.666666666666667,Fake
Personal Care,Dove  Summer Revived Shimmer Gradual Tan 200ml,4/16/2019,5,Great Product,My daughter recommended this to me as she has been using it for last two years and I always commented on her lovely natural tanned legs. Thought I would try this instead of my usual St.Tropez Gradual Tan the one you use in the shower. Well I am so glad I did as it not only gave me natural tan but also had a slight shimmer to it which made my legs look a lot healthier considering I am over 60 and it does not have that awful smell either like other fake tans. I use it once every other day and in between use a body polish to get rid of any dead skin cells and this products seems to work well doing it this way.,False,0.6145,131,0.02518169132883892,0.5,Fake
Homecare,Comfort Creations Cherryblossom & Sweetpea Fabric Conditioner 33 Wash 1.16L,4/16/2019,5,Freshness comes through,Absolutely love this smell. My washing always smells so fresh. I do hope this 'limited edition' end up a stayer. Best softener I've used in over 35 years.,False,0.929,34,0.024764385182930282,0.3636363636363633,Fake
Personal Care,Sure Maximum Protection Clean Scent Cream Stick Antiperspirant 45ml,4/16/2019,5,Works well,Very good price & product,True,0.4927,5,0.06107644652740155,0.43478260869565233,Fake
Personal Care,Tresemme Moisture Rich Shampoo 900ml,4/16/2019,5,Real moisture kick,Made my hair look alive again but not too oily. The scent isn’t. Too powerful as well.,True,0.7992,22,0.009287122527051907,0.0,Genuine
Personal Care,Tresemme Moisture Rich Shampoo 900ml,4/16/2019,5,Great value,This is a good value buy for treseme shampoo. This shampoo is good for dry hair that needs moisturising.,True,0.802,21,0.037295202741155775,0.0,Genuine
Personal Care,Tresemme Moisture Rich Shampoo 900ml,4/16/2019,5,Texture,Love how soft this shampoo leaves my hair,True,0.6369,8,0.028745844271600905,0.0,Fake
Homecare,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,4/16/2019,5,Value for money.,Light fragrance and leave clothes soft.,True,-0.0516,7,0.02016903654745075,0.2727272727272725,Fake
